hold_id,book_id,user_id,hold_date,end_hold_date
2222,16,294,2018-06-02 08:59:22.855770,2018-06-12 00:57:09.447441
2223,123,503,2022-02-16 06:25:02.408499,2022-03-01 07:28:22.539983
2224,592,5,2016-04-14 18:14:42.119020,2016-04-25 02:34:03.299883
2225,364,930,2017-04-27 10:52:32.643436,2017-04-28 17:26:47.262621
2226,984,173,2018-07-13 22:03:36.401005,2018-07-18 08:01:59.343280
2227,770,563,2021-03-31 11:38:06.847228,2021-04-08 04:28:04.836663
2228,714,572,2016-05-23 19:59:47.059052,2016-05-31 06:03:16.076844
2229,451,614,2021-10-27 07:06:33.642116,2021-11-10 01:57:49.260730
2230,161,233,2019-03-18 11:06:50.808120,2019-04-01 03:29:36.289389
2231,715,931,2022-06-30 08:46:36.329842,2022-07-13 03:10:56.126654
2232,672,246,2015-05-29 02:28:58.683727,2015-06-08 03:46:41.391883
2233,817,891,2021-02-04 00:32:19.963917,2021-02-17 19:19:46.857832
2234,598,725,2015-08-18 05:19:49.938286,2015-08-23 05:19:24.099063
2235,906,916,2020-06-22 04:52:03.232880,2020-06-28 07:30:58.885550
2236,943,455,2020-02-01 08:51:28.672760,2020-02-15 04:47:30.335728
2237,507,169,2018-01-31 05:11:46.667284,2018-02-05 22:23:50.959720
2238,76,854,2019-08-17 03:47:37.522108,2019-08-21 19:50:17.782733
2239,387,831,2019-06-26 14:30:25.516901,2019-06-27 21:38:38.428020
2240,967,388,2016-01-25 12:17:07.681566,2016-02-06 16:19:10.621773
2241,199,146,2017-05-21 12:40:59.542713,2017-06-02 11:05:06.196349
2242,415,825,2019-01-02 10:12:51.440723,2019-01-06 20:28:37.292667
2243,120,2,2018-08-28 02:32:09.083270,2018-09-10 00:38:54.072114
2244,385,669,2020-05-10 05:08:45.455193,2020-05-15 15:23:24.297108
2245,765,709,2019-09-03 04:36:19.885900,2019-09-10 07:30:22.647253
2246,40,584,2019-09-05 13:55:02.624479,2019-09-16 15:04:35.238952
2247,366,250,2020-02-21 11:48:38.814244,2020-02-28 14:26:35.638361
2248,104,711,2016-05-02 17:53:38.067676,2016-05-13 19:48:02.648709
2249,263,788,2015-07-09 02:01:50.062809,2015-07-18 02:19:21.038165
2250,835,279,2016-03-04 18:04:01.226477,2016-03-17 19:28:17.368825
2251,617,995,2017-04-02 10:38:59.303293,2017-04-09 06:15:24.910254
2252,337,170,2018-08-20 18:13:04.950212,2018-08-24 03:35:42.288023
2253,464,183,2020-02-04 22:47:51.800191,2020-02-11 18:23:18.800720
2254,777,987,2021-10-13 04:01:01.405280,2021-10-25 06:10:09.172311
2255,641,777,2019-05-29 16:42:22.737740,2019-05-30 14:36:01.575391
2256,572,303,2018-11-15 21:59:16.140372,2018-11-28 12:22:01.538616
2257,956,430,2023-09-15 01:41:33.031010,2023-09-22 18:23:38.148841
2258,382,962,2023-08-17 20:54:31.310183,2023-08-22 17:27:19.314929
2259,945,856,2022-11-04 17:10:46.615958,2022-11-18 18:46:52.412142
2260,222,339,2018-07-17 00:43:59.041408,2018-07-26 07:17:49.868795
2261,914,765,2016-05-12 19:50:32.176877,2016-05-16 21:18:31.944522
2262,408,430,2017-08-05 08:13:03.012631,2017-08-14 10:47:05.575663
2263,645,96,2018-01-15 18:22:11.448180,2018-01-21 19:05:46.705047
2264,793,891,2016-11-29 05:09:16.333829,2016-12-09 12:55:11.870951
2265,23,56,2021-02-26 18:58:09.273215,2021-03-01 09:55:51.528770
2266,541,280,2023-04-30 07:01:30.976562,2023-05-04 03:34:44.459797
2267,585,859,2017-05-07 09:13:46.126402,2017-05-21 08:46:14.426621
2268,396,745,2016-05-26 06:39:36.259307,2016-05-30 22:51:58.160668
2269,105,845,2023-10-25 03:38:51.125721,2023-11-06 04:58:33.866720
2270,154,493,2015-02-20 20:48:14.487372,2015-02-26 22:16:49.054310
2271,636,20,2020-07-28 09:39:18.388703,2020-07-30 09:49:02.705110
2272,381,560,2022-09-10 19:12:49.915791,2022-09-11 09:24:04.351955
2273,916,51,2016-05-10 20:06:00.264631,2016-05-13 02:56:31.566912
2274,449,611,2021-01-26 02:36:40.021769,2021-02-01 10:29:08.352302
2275,820,642,2016-03-30 02:55:20.295177,2016-04-05 03:31:46.469759
2276,78,659,2018-07-21 02:09:26.877628,2018-08-03 14:35:31.669103
2277,978,27,2020-09-15 08:54:22.408569,2020-09-28 16:52:12.549718
2278,541,414,2021-06-15 07:27:06.142109,2021-06-28 03:58:19.787229
2279,88,243,2022-06-21 02:01:07.717537,2022-06-30 06:55:45.195090
2280,247,968,2017-10-06 10:31:51.056092,2017-10-10 07:36:22.688521
2281,610,374,2015-05-03 11:56:24.898328,2015-05-15 22:56:16.206539
2282,115,579,2016-01-07 22:49:51.132630,2016-01-20 19:57:39.271711
2283,344,272,2017-09-01 02:52:57.043417,2017-09-05 22:36:16.928091
2284,644,383,2019-08-01 10:04:42.854763,2019-08-05 04:12:04.694221
2285,24,96,2021-01-02 09:31:47.064276,2021-01-05 12:20:41.582557
2286,757,171,2023-01-23 14:54:15.417604,2023-02-04 02:09:36.190975
2287,274,238,2022-11-22 20:01:12.309767,2022-11-29 03:46:52.985020
2288,636,436,2016-05-03 21:03:01.554591,2016-05-11 00:30:17.380800
2289,176,607,2018-08-09 03:26:39.652703,2018-08-20 23:16:31.586793
2290,689,681,2022-03-07 01:44:22.385567,2022-03-19 03:39:33.893773
2291,809,538,2019-05-17 10:44:01.564776,2019-05-29 03:50:28.699001
2292,6,532,2018-09-27 20:16:48.293609,2018-09-29 07:13:31.931768
2293,230,547,2020-03-09 03:52:56.248334,2020-03-16 22:51:10.357708
2294,771,45,2016-09-16 15:33:22.047698,2016-09-28 21:30:03.437855
2295,586,560,2021-11-25 21:42:39.840301,2021-12-08 11:08:58.164206
2296,894,702,2017-10-02 01:34:50.690557,2017-10-12 14:15:39.532476
2297,895,717,2022-09-18 17:00:14.199162,2022-10-02 04:45:50.562174
2298,155,193,2017-03-02 08:04:58.947501,2017-03-10 19:15:17.399594
2299,109,165,2018-01-31 19:08:24.422000,2018-02-03 09:46:19.377920
2300,950,952,2015-04-20 12:12:01.442833,2015-04-22 17:47:14.611652
2301,731,797,2021-09-14 19:09:13.204199,2021-09-16 05:16:54.721590
2302,46,420,2017-06-07 17:36:19.391321,2017-06-21 21:01:18.708951
2303,559,249,2018-11-05 01:34:59.887472,2018-11-13 05:56:43.781391
2304,635,745,2017-10-14 00:51:01.399260,2017-10-20 06:07:08.714556
2305,59,772,2017-05-13 23:19:12.482516,2017-05-20 00:04:23.971212
2306,38,327,2019-10-12 21:21:43.838812,2019-10-22 09:46:48.228063
2307,967,517,2020-01-06 22:54:17.583362,2020-01-16 19:42:32.828675
2308,493,400,2018-05-16 17:05:03.866766,2018-05-28 08:11:40.199753
2309,399,522,2015-07-03 16:05:12.418534,2015-07-13 03:30:11.940137
2310,155,191,2019-11-22 16:29:30.413378,2019-12-01 20:50:11.559980
2311,764,139,2020-02-28 22:21:31.392467,2020-03-08 16:19:21.983673
2312,104,1000,2023-08-27 02:48:17.535337,2023-09-02 17:55:45.778373
2313,631,121,2020-06-11 12:07:04.230352,2020-06-17 19:54:29.815368
2314,117,971,2015-06-11 23:22:07.348597,2015-06-23 05:55:51.891443
2315,838,781,2015-04-24 06:24:35.116001,2015-05-02 14:52:25.140504
2316,221,806,2018-08-03 14:31:01.973757,2018-08-14 03:57:29.127999
2317,150,927,2017-09-22 01:58:18.148116,2017-10-06 23:39:00.652840
2318,750,52,2019-01-12 12:45:24.904790,2019-01-13 15:23:46.950208
2319,988,310,2023-09-17 12:05:24.103204,2023-09-23 20:34:05.326645
2320,33,509,2015-01-05 13:35:29.750780,2015-01-13 22:47:26.717846
2321,849,879,2018-05-24 19:00:45.825519,2018-05-31 09:36:58.862383
2322,686,585,2021-07-07 01:15:58.253036,2021-07-19 00:36:26.118488
2323,403,793,2022-03-30 04:31:31.415511,2022-04-03 02:57:21.243156
2324,933,762,2018-04-06 20:30:24.922116,2018-04-09 08:18:35.484112
2325,130,241,2023-09-24 00:12:52.467788,2023-10-01 05:06:51.178095
2326,955,571,2017-08-12 18:59:15.670483,2017-08-15 09:07:13.413330
2327,442,464,2021-06-26 13:42:18.897148,2021-07-10 13:08:45.794038
2328,132,379,2019-12-15 07:21:04.074709,2019-12-23 00:53:09.986383
2329,799,477,2017-09-06 00:56:54.964415,2017-09-14 02:19:09.974581
2330,345,791,2016-01-13 15:44:15.643356,2016-01-21 04:17:14.127188
2331,136,915,2018-04-14 23:08:20.545563,2018-04-28 15:18:01.834917
2332,723,599,2016-10-26 17:05:28.465744,2016-11-08 07:25:23.255953
2333,888,435,2020-06-18 18:29:43.333969,2020-06-27 15:04:18.516445
2334,671,682,2017-03-24 19:12:15.552320,2017-04-05 22:59:10.295765
2335,321,301,2021-01-04 22:14:36.761536,2021-01-17 00:15:51.463303
2336,637,790,2017-07-07 09:31:26.207130,2017-07-10 19:40:02.923073
2337,154,256,2020-09-24 20:31:49.347588,2020-09-27 02:57:34.527447
2338,637,992,2022-06-29 04:48:20.946365,2022-07-06 06:25:54.865531
2339,531,523,2022-09-06 09:32:44.908772,2022-09-08 06:05:52.887264
2340,305,542,2016-07-09 06:18:42.110546,2016-07-17 04:34:06.744552
2341,945,875,2015-04-09 10:29:16.381876,2015-04-14 04:26:41.534448
2342,678,603,2021-12-27 17:01:58.985662,2021-12-29 21:31:58.696150
2343,576,235,2022-02-28 16:03:24.246089,2022-03-13 21:35:39.541882
2344,959,294,2020-03-18 02:14:32.929664,2020-03-21 17:08:45.208000
2345,291,343,2020-05-16 20:39:54.596096,2020-05-30 06:00:50.958535
2346,659,383,2016-11-28 18:03:21.961931,2016-12-11 09:13:14.731265
2347,18,936,2021-06-27 18:56:52.611819,2021-07-09 22:14:18.093879
2348,472,551,2022-07-24 21:41:17.356884,2022-08-04 12:58:12.497169
2349,358,594,2023-04-08 17:39:08.526111,2023-04-09 14:41:23.162895
2350,851,841,2021-09-29 08:57:11.250872,2021-10-09 14:35:01.518891
2351,382,603,2016-10-08 03:09:31.606514,2016-10-12 10:29:31.101705
2352,351,964,2018-05-22 06:43:37.118461,2018-06-04 18:54:44.791707
2353,47,912,2015-05-02 12:31:58.095006,2015-05-12 01:24:54.900868
2354,976,905,2018-08-31 07:51:31.880228,2018-09-10 00:25:41.375248
2355,664,681,2019-11-01 05:28:54.028420,2019-11-06 12:53:38.843891
2356,788,50,2023-07-03 04:12:51.405421,2023-07-10 14:15:18.105283
2357,406,188,2021-09-20 17:01:14.860558,2021-09-23 08:02:04.845295
2358,362,510,2015-07-23 14:37:22.381141,2015-07-27 17:01:34.750160
2359,826,737,2016-12-22 09:02:20.022298,2016-12-28 18:28:02.174455
2360,172,718,2021-07-05 09:39:12.802917,2021-07-13 15:24:35.691019
2361,502,988,2017-05-02 03:42:19.110122,2017-05-13 21:19:34.816346
2362,161,759,2021-01-02 13:38:48.272894,2021-01-14 14:26:51.485785
2363,572,131,2022-04-06 17:17:58.694075,2022-04-20 00:20:21.355723
2364,618,413,2022-05-25 10:39:45.036512,2022-06-01 10:30:49.076466
2365,229,209,2016-09-27 08:49:11.703882,2016-10-11 21:10:17.358049
2366,728,287,2016-02-26 12:32:32.238353,2016-02-28 22:47:40.233588
2367,411,97,2016-05-12 09:45:57.814021,2016-05-17 08:12:50.524175
2368,389,195,2018-11-23 14:11:24.025966,2018-12-06 04:38:26.814851
2369,71,65,2016-04-24 23:28:45.350237,2016-05-01 13:11:37.963147
2370,424,946,2017-01-26 01:30:02.745315,2017-02-05 00:27:06.966998
2371,482,338,2017-12-28 18:43:31.983976,2018-01-06 21:52:52.190112
2372,261,51,2016-08-27 11:32:59.828544,2016-09-07 06:15:38.811114
2373,706,871,2018-05-22 17:17:00.536485,2018-06-01 16:23:59.364295
2374,480,449,2015-03-20 19:15:32.755270,2015-03-31 08:11:44.081783
2375,654,764,2018-05-21 03:27:16.296473,2018-05-24 03:39:32.229097
2376,601,979,2015-04-19 14:16:50.515238,2015-04-23 08:00:58.676092
2377,71,454,2015-12-16 19:48:39.615711,2015-12-29 13:13:00.466987
2378,635,932,2017-06-03 09:00:35.264105,2017-06-04 11:07:10.478908
2379,72,65,2020-06-08 11:52:22.505604,2020-06-20 21:04:15.668099
2380,57,950,2020-10-09 20:44:36.173367,2020-10-23 10:28:25.986404
2381,541,762,2023-08-26 22:21:52.200573,2023-09-05 11:58:41.105519
2382,266,424,2016-02-26 10:07:21.318678,2016-03-03 05:47:05.535248
2383,445,739,2020-12-15 17:16:04.609340,2020-12-16 09:25:03.072351
2384,372,696,2015-12-27 09:43:54.404090,2015-12-29 18:18:51.447447
2385,174,183,2017-04-02 17:17:19.130454,2017-04-16 15:32:05.416818
2386,614,10,2023-01-23 00:21:50.084200,2023-02-05 07:44:41.349752
2387,808,157,2022-01-10 07:03:54.486643,2022-01-23 01:24:42.351912
2388,214,259,2019-10-10 23:04:50.055709,2019-10-17 06:38:24.967972
2389,281,106,2019-07-02 18:06:15.859950,2019-07-11 16:59:20.630186
2390,944,468,2022-05-09 07:15:18.462216,2022-05-13 15:15:58.458675
2391,10,249,2023-02-15 15:19:27.276315,2023-02-16 07:13:38.282355
2392,501,467,2023-03-07 00:25:24.039405,2023-03-16 00:05:04.716117
2393,550,452,2019-09-02 22:19:33.743201,2019-09-11 17:15:56.960812
2394,216,57,2021-03-28 20:46:28.553888,2021-04-08 01:36:48.973966
2395,14,831,2021-03-17 04:58:40.924269,2021-03-18 18:36:36.661770
2396,973,267,2022-01-27 04:06:07.414457,2022-02-08 09:39:07.041880
2397,59,806,2017-12-07 23:07:02.387295,2017-12-14 17:16:55.059531
2398,265,322,2018-10-03 14:56:38.685206,2018-10-17 10:39:36.279409
2399,14,145,2020-02-10 06:58:27.726789,2020-02-15 23:00:18.695565
2400,97,432,2022-08-04 19:26:14.828956,2022-08-11 02:29:23.693349
2401,488,381,2018-03-29 00:40:26.635922,2018-04-11 16:37:58.182254
2402,854,588,2020-03-20 02:36:06.212998,2020-03-28 17:18:42.317143
2403,368,905,2019-04-05 08:48:42.538046,2019-04-06 22:47:04.909866
2404,386,392,2017-09-27 14:18:57.395770,2017-10-02 13:24:18.927102
2405,738,603,2023-03-10 14:41:19.588860,2023-03-21 23:08:01.670145
2406,90,126,2015-05-14 02:11:53.555963,2015-05-27 00:19:37.726078
2407,245,481,2020-11-04 05:00:06.571597,2020-11-08 10:26:46.469501
2408,476,512,2016-03-12 19:22:02.913373,2016-03-25 04:11:44.647886
2409,206,186,2018-08-04 06:32:55.626930,2018-08-17 08:33:26.791413
2410,416,415,2018-05-12 14:36:01.986191,2018-05-26 20:28:04.312006
2411,271,498,2020-02-29 23:04:35.408936,2020-03-14 16:13:25.696378
2412,384,411,2023-12-27 16:13:37.635317,2024-01-04 08:49:32.036752
2413,296,339,2020-10-26 04:56:02.767652,2020-10-31 18:08:11.033640
2414,809,866,2017-03-13 11:35:32.794857,2017-03-15 13:08:31.851435
2415,601,715,2016-08-08 00:59:31.724622,2016-08-14 09:11:03.223179
2416,815,244,2023-02-04 13:43:53.958885,2023-02-11 07:24:50.924975
2417,967,715,2016-03-16 14:24:52.083952,2016-03-27 19:52:59.165813
2418,905,705,2017-02-22 10:34:20.289186,2017-03-04 08:17:26.616850
2419,742,566,2016-02-22 12:58:01.167135,2016-03-04 02:31:43.716536
2420,116,278,2020-11-18 12:09:19.181810,2020-11-26 02:52:29.324599
2421,90,29,2021-08-21 22:24:36.787565,2021-08-31 00:53:05.454873
2422,281,141,2019-11-11 02:08:03.548979,2019-11-19 03:10:04.170282
2423,526,52,2019-07-13 02:46:30.438970,2019-07-26 21:41:42.145980
2424,258,7,2023-11-06 01:29:46.914359,2023-11-17 04:57:37.833220
2425,836,756,2015-08-20 03:09:58.109139,2015-08-23 00:40:17.808921
2426,473,679,2020-08-03 13:05:51.796356,2020-08-08 01:50:18.462024
2427,867,388,2017-05-19 07:52:59.284938,2017-05-29 09:27:14.691603
2428,549,79,2015-03-08 09:21:39.400100,2015-03-11 06:02:19.470731
2429,996,321,2016-09-20 04:00:32.654600,2016-09-25 06:26:55.446672
2430,970,820,2023-03-20 20:26:09.140534,2023-03-22 08:57:21.939431
2431,253,230,2015-10-14 12:30:41.840173,2015-10-23 00:19:16.467465
2432,180,926,2016-03-10 09:17:02.961155,2016-03-17 07:40:16.506372
2433,449,797,2022-02-09 20:16:37.699045,2022-02-10 00:39:44.470323
2434,437,77,2021-12-25 18:38:57.339031,2021-12-29 12:50:46.253426
2435,783,640,2022-02-19 21:02:43.211459,2022-02-28 07:04:33.961157
2436,663,903,2017-06-08 10:13:25.010209,2017-06-19 04:45:58.229699
2437,131,474,2019-11-07 03:05:04.804162,2019-11-09 07:06:24.566715
2438,950,778,2022-10-06 18:35:42.516623,2022-10-20 05:12:28.069703
2439,734,292,2017-09-06 18:57:53.242298,2017-09-11 23:44:22.842440
2440,313,323,2017-07-21 17:37:11.749997,2017-07-29 21:20:32.197101
2441,974,451,2020-02-20 09:23:54.578130,2020-03-04 17:49:58.917526
2442,627,853,2016-01-02 04:36:01.325863,2016-01-10 06:37:39.695063
2443,487,249,2017-04-05 05:11:34.496116,2017-04-08 06:55:26.955883
2444,532,488,2019-11-03 06:16:16.100456,2019-11-11 12:31:53.781607
2445,166,618,2020-01-01 04:33:28.737770,2020-01-13 11:24:36.978765
2446,545,208,2019-02-15 07:53:05.478626,2019-03-01 03:20:30.721894
2447,840,873,2015-05-12 12:15:15.521984,2015-05-16 07:50:55.475577
2448,431,140,2021-10-27 07:12:11.504945,2021-11-08 16:03:22.692483
2449,848,767,2023-12-13 09:04:57.610325,2023-12-23 13:55:51.727217
2450,824,367,2017-02-11 15:48:24.993608,2017-02-20 21:03:02.905525
2451,539,316,2016-05-12 01:48:44.511254,2016-05-20 05:16:34.293758
2452,122,767,2015-01-21 21:24:41.749924,2015-01-22 22:19:59.764130
2453,452,321,2018-08-26 15:49:59.478903,2018-08-27 21:57:17.960445
2454,372,541,2018-05-23 23:41:15.197471,2018-05-26 19:03:01.090059
2455,733,413,2017-12-11 10:04:01.478384,2017-12-21 15:40:21.582311
2456,780,584,2017-03-18 23:03:00.169742,2017-03-28 01:19:28.785251
2457,302,839,2016-05-21 20:50:12.790252,2016-05-23 13:31:56.035734
2458,940,483,2021-12-13 21:31:00.300955,2021-12-24 22:50:31.314537
2459,5,274,2021-08-06 09:09:07.385603,2021-08-10 06:24:51.958286
2460,160,214,2022-05-26 22:58:25.968088,2022-06-06 01:49:55.898841
2461,436,168,2018-05-14 12:19:34.890025,2018-05-16 13:13:41.013124
2462,321,444,2016-01-16 16:07:01.571301,2016-01-21 16:30:04.685004
2463,792,186,2016-11-15 05:10:43.067445,2016-11-17 08:26:26.784089
2464,297,272,2020-10-31 17:48:13.313844,2020-11-13 14:04:48.323320
2465,759,613,2018-04-07 08:06:14.637666,2018-04-09 23:35:00.532964
2466,646,556,2015-02-22 16:47:22.911831,2015-03-02 14:42:36.648021
2467,530,493,2021-07-25 23:44:50.652201,2021-07-28 12:52:02.879786
2468,480,149,2016-07-18 18:52:18.966536,2016-08-01 00:50:16.481221
2469,800,868,2022-04-28 05:27:11.179400,2022-05-06 20:33:49.776572
2470,49,35,2021-08-22 17:31:59.185065,2021-08-27 17:30:08.357032
2471,63,391,2020-06-21 02:59:58.071170,2020-07-04 13:37:53.646414
2472,714,455,2023-10-10 07:04:25.778429,2023-10-19 12:08:00.068822
2473,184,438,2021-04-03 22:40:00.212589,2021-04-16 07:06:39.877360
2474,963,471,2017-12-05 20:53:38.312221,2017-12-15 18:00:41.555804
2475,879,36,2023-05-19 22:29:29.119236,2023-05-31 13:39:58.534134
2476,594,326,2015-08-27 09:16:05.702162,2015-09-06 17:32:51.582393
2477,558,728,2016-07-28 06:50:31.828444,2016-08-06 05:03:39.789299
2478,892,328,2015-02-10 03:41:34.337441,2015-02-24 11:17:17.082407
2479,879,795,2020-02-21 04:55:21.788671,2020-02-24 09:41:16.389761
2480,107,15,2021-01-31 20:14:58.315267,2021-02-01 01:23:46.326217
2481,878,518,2022-02-09 15:10:33.044739,2022-02-11 13:42:36.584759
2482,930,508,2018-01-13 20:34:16.467043,2018-01-22 02:24:18.604401
2483,924,100,2019-02-18 04:28:46.185117,2019-02-19 23:59:26.799678
2484,208,981,2020-11-03 10:38:48.792372,2020-11-06 05:50:21.311068
2485,728,493,2015-04-13 19:07:11.358077,2015-04-22 17:38:01.718524
2486,47,289,2015-05-07 20:01:57.210489,2015-05-09 21:52:00.499778
2487,315,821,2018-04-17 06:43:14.008762,2018-04-26 21:34:27.143065
2488,474,106,2016-11-03 03:45:30.531317,2016-11-04 03:14:57.947826
2489,282,763,2019-02-15 21:23:16.589523,2019-02-20 02:53:39.517955
2490,728,719,2015-07-20 23:04:16.360116,2015-07-21 19:46:05.862918
2491,94,98,2017-01-13 01:51:04.394073,2017-01-22 16:42:44.995799
2492,561,235,2020-07-08 03:44:39.476886,2020-07-14 23:51:27.310209
2493,347,961,2022-08-17 15:48:27.689927,2022-08-30 14:43:30.919842
2494,361,275,2020-07-28 05:47:37.609699,2020-08-03 13:37:53.698227
2495,438,573,2022-08-09 00:31:22.614553,2022-08-19 00:19:42.634323
2496,348,51,2017-06-13 05:10:59.784930,2017-06-21 04:34:37.015476
2497,13,229,2015-06-19 16:38:09.260498,2015-07-02 00:02:10.193330
2498,640,299,2019-11-12 19:21:56.825423,2019-11-16 13:57:43.742835
2499,797,752,2022-03-30 06:27:17.734446,2022-04-11 05:22:22.821762
2500,386,625,2017-08-05 01:02:52.245409,2017-08-17 14:51:25.831747
2501,878,677,2019-09-18 09:32:45.302550,2019-09-29 13:58:38.069534
2502,722,799,2019-09-13 13:40:48.226929,2019-09-16 12:53:54.849698
2503,118,102,2022-07-04 19:48:41.234945,2022-07-12 06:17:37.692171
2504,318,84,2023-10-04 14:54:22.229706,2023-10-07 17:55:54.403564
2505,770,906,2016-07-22 15:45:00.737068,2016-08-05 20:38:41.499793
2506,914,976,2021-10-23 07:42:40.507019,2021-10-25 11:26:59.397101
2507,861,898,2016-01-18 05:41:37.794011,2016-02-01 14:59:11.755337
2508,24,670,2021-08-06 20:01:56.290030,2021-08-14 21:18:04.981479
2509,144,617,2022-08-07 23:11:29.404094,2022-08-19 22:12:58.902894
2510,956,636,2022-01-25 02:15:15.740917,2022-01-28 02:29:21.973875
2511,336,390,2019-08-06 06:56:05.523443,2019-08-13 10:22:15.633474
2512,127,379,2015-04-15 10:42:05.033644,2015-04-23 04:19:00.035542
2513,450,281,2020-02-02 19:34:41.032614,2020-02-08 16:57:42.782421
2514,434,526,2016-12-20 17:04:19.303315,2016-12-27 07:53:12.085742
2515,454,344,2017-11-13 00:17:40.259771,2017-11-26 12:54:19.182694
2516,465,484,2015-09-29 04:46:45.903399,2015-10-05 07:55:40.753791
2517,883,522,2022-09-02 22:03:14.840819,2022-09-16 07:19:39.558003
2518,103,76,2020-08-04 23:37:18.415612,2020-08-17 09:25:23.558666
2519,688,951,2018-09-22 05:16:07.708668,2018-09-30 10:26:36.607820
2520,824,816,2019-08-01 03:03:05.360317,2019-08-15 15:51:47.776638
2521,96,48,2017-11-16 10:55:24.900955,2017-11-29 03:59:57.451205
2522,902,505,2016-08-13 19:34:11.330951,2016-08-14 04:07:04.372431
2523,405,508,2021-11-29 00:11:55.247433,2021-12-01 20:44:27.690271
2524,29,6,2015-10-01 22:52:04.019363,2015-10-04 20:54:35.256571
2525,431,217,2021-07-24 10:17:04.844561,2021-07-26 10:52:23.787023
2526,129,676,2023-05-09 22:04:03.655133,2023-05-10 16:48:34.096274
2527,386,656,2023-10-30 16:31:39.057959,2023-10-31 04:46:21.353616
2528,263,190,2019-07-14 07:05:46.478924,2019-07-16 02:57:24.598332
2529,892,2,2019-06-23 15:45:51.284247,2019-07-01 04:08:31.995626
2530,542,214,2018-04-06 23:02:11.487757,2018-04-18 07:56:22.526599
2531,105,231,2016-05-26 02:21:46.613935,2016-06-09 04:10:44.291858
2532,322,928,2017-07-08 23:52:52.864062,2017-07-15 13:07:44.803034
2533,702,827,2022-05-01 17:39:38.468736,2022-05-10 06:55:57.858614
2534,362,42,2022-10-04 15:15:16.015618,2022-10-06 01:50:55.990685
2535,524,680,2020-04-16 16:12:47.705227,2020-04-27 18:20:09.279991
2536,68,395,2016-08-10 18:40:05.854009,2016-08-16 13:01:53.684261
2537,273,272,2019-12-25 15:50:16.209119,2020-01-02 10:10:31.203562
2538,296,926,2021-12-16 01:14:10.430077,2021-12-21 20:20:38.681847
2539,133,815,2016-04-15 04:22:34.796407,2016-04-28 02:09:30.182086
2540,997,313,2016-12-05 12:00:46.309951,2016-12-15 06:46:45.338188
2541,420,610,2015-05-23 03:29:30.433512,2015-05-26 11:49:51.860798
2542,81,419,2020-08-31 05:47:11.131941,2020-09-14 07:46:31.108875
2543,231,711,2015-04-16 20:06:52.895589,2015-04-29 00:29:03.249508
2544,42,547,2021-11-27 00:22:06.658352,2021-12-01 01:06:55.176269
2545,855,474,2015-01-01 18:37:32.747429,2015-01-14 15:40:10.709509
2546,142,562,2018-05-23 05:29:33.857483,2018-06-06 12:49:46.805046
2547,759,716,2022-06-04 16:01:25.571934,2022-06-10 23:16:31.536436
2548,866,525,2015-09-13 22:05:18.380096,2015-09-19 19:47:05.481380
2549,706,289,2023-02-26 06:39:40.756648,2023-03-01 15:29:14.862942
2550,835,14,2022-05-29 23:00:24.880670,2022-06-09 18:25:54.760284
2551,516,949,2023-12-20 01:50:06.299528,2023-12-31 23:56:40.565121
2552,992,910,2018-09-21 20:18:53.948611,2018-09-30 20:19:54.922997
2553,785,595,2016-04-04 16:47:07.644622,2016-04-12 13:23:09.027462
2554,910,831,2019-05-18 13:45:38.453666,2019-05-25 16:08:52.199891
2555,554,269,2022-09-12 21:16:53.508721,2022-09-13 18:32:16.407856
2556,967,663,2017-06-02 16:32:49.649911,2017-06-16 18:12:51.228474
2557,411,930,2022-02-05 17:28:07.387689,2022-02-17 02:48:21.115583
2558,292,320,2015-12-20 04:53:48.536829,2015-12-22 13:27:31.234404
2559,127,658,2015-01-22 03:05:31.378771,2015-01-27 09:28:01.443066
2560,961,617,2017-05-21 08:44:33.659968,2017-05-22 09:59:37.752941
2561,576,706,2017-11-22 06:56:25.544960,2017-11-25 08:54:49.274958
2562,306,576,2019-04-01 11:06:59.806581,2019-04-09 20:35:55.737096
2563,92,345,2018-04-16 04:35:05.941241,2018-04-20 18:33:08.236403
2564,676,5,2021-01-11 15:40:42.549912,2021-01-25 16:35:23.088330
2565,557,660,2022-03-09 21:13:25.780018,2022-03-16 12:59:26.517880
2566,450,263,2022-04-11 23:34:23.491751,2022-04-21 23:22:12.192881
2567,210,712,2018-05-06 08:22:10.913684,2018-05-20 23:11:34.586058
2568,696,701,2021-01-14 14:00:55.716474,2021-01-26 12:54:10.999967
2569,742,827,2020-05-05 14:39:15.162375,2020-05-11 21:21:41.075057
2570,908,639,2021-12-17 07:32:42.788237,2021-12-21 20:36:47.485595
2571,753,658,2023-10-27 06:19:36.538864,2023-11-02 09:15:00.922734
2572,569,768,2022-12-11 17:08:53.029512,2022-12-19 11:51:02.578341
2573,554,829,2021-06-06 17:28:47.102286,2021-06-19 13:50:02.201486
2574,898,155,2021-07-03 10:54:46.879089,2021-07-09 18:17:14.265982
2575,481,765,2017-03-10 16:24:50.643148,2017-03-21 06:40:10.315808
2576,787,228,2023-12-20 17:35:55.162010,2023-12-24 13:30:05.467966
2577,617,918,2020-07-22 16:25:43.801875,2020-07-24 23:02:40.741792
2578,5,279,2016-03-28 09:34:14.042044,2016-04-06 15:36:48.780771
2579,481,546,2018-03-22 21:49:00.776859,2018-04-05 06:03:41.416985
